Point_ID,Total_Neighbors
0,5.000000
1,12.000000
2,13.000000
3,11.000000
4,16.000000
5,12.000000
6,15.000000
7,13.000000
8,6.000000
9,11.000000
10,11.000000
11,15.000000
12,15.000000
13,11.000000
14,16.000000
15,18.000000
16,18.000000
17,18.000000
18,16.000000
19,18.000000
20,17.000000
21,11.000000
22,18.000000
23,12.000000
24,11.000000
25,19.000000
26,16.000000
27,16.000000
28,18.000000
29,20.000000
30,17.000000
31,3.000000
32,20.000000
33,21.000000
34,18.000000
35,20.000000
36,21.000000
37,19.000000
38,12.000000
39,23.000000
40,18.000000
41,19.000000
42,19.000000
43,17.000000
44,15.000000
45,17.000000
46,18.000000
47,18.000000
48,19.000000
49,17.000000
50,16.000000
51,13.000000
52,11.999999
53,13.000000
54,12.000000
55,13.000000
56,16.000000
57,14.000000
58,15.000000
59,13.000000
60,18.000000
61,12.000000
62,19.000000
63,20.000000
64,17.000000
65,14.000000
66,19.000000
67,17.000000
68,11.000000
69,21.999999
70,10.000000
71,20.000000
72,19.000000
73,23.000000
74,16.000000
75,22.000000
76,16.000000
77,19.000000
78,13.000000
79,14.000000
80,12.000000
81,8.000000
82,13.000000
83,10.000000
84,20.000000
85,20.000000
86,10.000000
87,19.000000
88,9.000000
89,14.000000
90,18.000000
91,6.000000
92,14.000000
93,9.000000
94,9.000000
95,13.000000
96,16.000000
97,8.000000
98,11.000000
99,17.000000
100,18.000000
101,20.000000
102,7.000000
103,7.000000
104,17.000000
105,18.000000
106,17.000000
107,17.000000
108,19.000000
109,10.000000
110,12.000000
111,12.000000
112,19.000000
113,8.000000
114,18.000000
115,17.000000
116,17.000000
117,17.000000
118,18.000000
119,17.000000
120,17.000000
121,16.000000
122,21.000000
123,20.000000
124,18.000000
125,16.000000
126,9.000000
127,14.000000
128,21.000000
129,20.000000
130,20.000000
131,15.000000
132,20.000000
133,17.000000
134,17.000000
135,18.000000
136,17.000000
137,19.000000
138,17.000000
139,17.000000
140,18.000000
141,11.000000
142,9.000000
143,8.000000
144,15.000000
145,10.000000
146,8.000000
147,7.000000
148,11.000000
149,6.000000
150,10.000000
151,11.000000
152,9.000000
153,11.000000
154,6.000000
155,8.000000
156,3.000000
157,6.000000
158,10.000000
159,9.000000
160,11.000000
161,10.000000
162,13.000000
163,12.000000
164,14.000000
165,19.000000
166,13.000000
167,12.000000
168,16.000000
169,10.000000
170,20.000000
171,6.000000
172,22.000000
173,15.000000
174,15.000000
175,20.000000
176,6.000000
177,20.000000
178,13.000000
179,22.000000
180,21.000000
181,10.000000
182,22.000000
183,21.000000
184,21.000000
185,23.000000
186,11.000000
187,11.000000
188,15.000000
189,20.000000
190,22.000000
191,19.000000
192,13.000000
193,22.000000
194,19.000000
195,15.000000
196,18.000000
197,11.000000
198,9.000000
199,17.000000
