Point_ID,Total_Neighbors
186,12.000000
187,16.000000
188,15.000000
189,9.000000
190,15.000000
191,14.000000
192,8.000000
193,13.000000
194,6.000000
195,11.000000
196,14.000000
197,15.000000
198,16.000000
199,16.000000
200,7.000000
201,10.000000
202,8.000000
203,10.000000
204,13.000000
205,12.000000
206,8.000000
207,15.000000
208,3.000000
209,8.000000
210,13.000000
211,16.000000
212,21.000000
213,11.000000
214,17.000000
215,16.000000
216,11.000000
217,14.000000
218,11.000000
219,16.000000
220,17.000000
221,17.000000
222,13.000000
223,9.000000
224,14.000000
225,18.000000
226,13.000000
227,9.000000
228,10.000000
229,12.000000
230,16.000000
231,11.000000
232,10.000000
233,14.000000
234,12.000000
235,6.000000
236,13.000000
237,16.000000
238,11.000000
239,10.000000
240,5.000000
241,8.000000
242,10.000000
243,7.000000
244,7.000000
245,12.000000
246,7.000000
247,11.000000
248,7.000000
249,13.000000
250,12.000000
251,17.000000
252,12.000000
253,15.000000
254,9.000000
255,11.000000
256,10.000000
257,13.000000
258,12.000000
259,9.000000
260,12.000000
261,8.000000
262,12.000000
263,11.000000
264,10.000000
265,14.000000
266,12.000000
267,3.000000
268,11.000000
269,9.000000
270,12.000000
271,11.000000
272,10.000000
273,8.000000
274,6.000000
275,7.000000
276,7.000000
277,11.000000
278,8.000000
279,13.000000
280,7.000000
281,9.000000
282,9.000000
283,12.000000
284,8.000000
285,10.000000
286,10.000000
287,7.000000
288,10.000000
289,11.000000
290,14.000000
291,11.000000
292,13.000000
293,8.000000
294,11.000000
295,12.000000
296,4.000000
297,11.000000
298,11.000000
299,5.000000
300,10.000000
301,10.000000
302,6.000000
303,7.000000
304,9.000000
305,12.000000
306,12.000000
307,11.000000
308,10.000000
309,11.000000
310,11.000000
311,11.000000
312,5.000000
313,13.000000
314,10.000000
315,13.000000
316,14.000000
317,7.000000
318,15.000000
319,12.000000
320,14.000000
321,12.000000
322,10.000000
323,6.000000
324,8.000000
325,10.000000
326,11.000000
327,9.000000
328,12.000000
329,8.000000
330,3.000000
331,13.000000
332,10.000000
333,11.000000
334,12.000000
335,14.000000
336,9.000000
337,11.000000
338,13.000000
339,18.000000
340,5.000000
341,10.000000
342,3.000000
343,10.000000
344,10.000000
345,6.000000
346,15.000000
347,6.000000
348,15.000000
349,15.000000
350,15.000000
351,16.000000
352,12.000000
353,15.000000
354,14.000000
355,7.000000
356,12.000000
357,10.000000
358,14.000000
359,6.000000
360,17.000000
361,18.000000
362,12.000000
363,18.000000
364,12.000000
365,4.000000
366,9.000000
367,6.000000
368,14.000000
369,8.000000
370,16.000000
371,17.000000
372,16.000000
373,9.000000
374,8.000000
375,15.000000
376,8.000000
377,15.000000
378,5.000000
379,7.000000
380,7.000000
381,12.000000
382,14.000000
383,15.000000
384,11.000000
385,12.000000
386,6.000000
387,6.000000
388,11.000000
389,8.000000
390,11.000000
391,5.000000
392,7.000000
393,8.000000
394,7.000000
395,10.000000
396,4.000000
397,4.000000
398,7.000000
399,5.000000
400,6.000000
401,7.000000
402,8.000000
403,5.000000
404,9.000000
405,5.000000
406,12.000000
407,14.000000
408,10.000000
409,11.000000
410,12.000000
411,5.000000
412,11.000000
413,6.000000
414,13.000000
415,13.000000
416,6.000000
417,6.000000
418,7.000000
419,16.000000
420,14.000000
421,5.000000
422,9.000000
423,9.000000
424,4.000000
425,6.000000
426,10.000000
427,12.000000
428,8.000000
429,9.000000
430,12.000000
431,15.000000
432,5.000000
433,6.000000
434,11.000000
435,10.000000
436,4.000000
437,14.000000
438,14.000000
439,6.000000
440,12.000000
441,8.000000
442,13.000000
443,7.000000
444,13.000000
445,11.000000
446,11.000000
447,12.000000
448,5.000000
449,10.000000
450,8.000000
451,11.000000
452,12.000000
453,9.000000
454,13.000000
455,9.000000
456,7.000000
457,9.000000
458,13.000000
459,8.000000
460,13.000000
461,13.000000
462,9.000000
463,13.000000
464,13.000000
465,14.000000
466,13.000000
467,14.000000
468,10.000000
469,16.000000
470,3.000000
471,12.000000
472,9.000000
473,8.000000
474,11.000000
475,14.000000
476,8.000000
477,13.000000
478,13.000000
479,10.000000
480,13.000000
481,14.000000
482,11.000000
483,15.000000
484,10.000000
485,12.000000
486,9.000000
487,15.000000
488,8.000000
489,19.000000
490,10.000000
491,18.000000
492,20.000000
493,11.000000
494,14.000000
495,21.000000
496,21.000000
497,16.000000
498,15.000000
499,3.000000
500,13.000000
501,13.000000
502,9.000000
503,5.000000
504,9.000000
505,9.000000
506,12.000000
507,18.000000
508,7.000000
509,21.000000
510,18.000000
511,16.000000
512,14.000000
513,13.000000
514,16.000000
515,18.000000
516,12.000000
517,14.000000
518,19.000000
519,14.000000
520,12.000000
521,18.000000
522,9.000000
523,13.000000
524,7.000000
525,7.000000
526,13.000000
527,15.000000
528,10.000000
529,11.000000
530,7.000000
531,15.000000
532,16.000000
533,15.000000
534,17.000000
535,5.000000
536,8.000000
537,13.000000
538,6.000000
539,14.000000
540,4.000000
541,7.000000
542,11.000000
543,11.000000
544,6.000000
545,8.000000
546,10.000000
547,14.000000
548,10.000000
549,17.000000
550,8.000000
551,7.000000
552,10.000000
553,8.000000
554,9.000000
555,12.000000
556,14.000000
557,7.000000
558,6.000000
559,13.000000
560,8.000000
561,7.000000
562,3.000000
563,7.000000
564,7.000000
565,9.000000
566,6.000000
567,10.000000
568,8.000000
569,12.000000
570,7.000000
571,8.000000
572,14.000000
573,11.000000
574,13.000000
575,7.000000
576,11.000000
577,11.000000
578,10.000000
579,13.000000
580,9.000000
581,11.000000
582,9.000000
583,9.000000
584,13.000000
585,9.000000
586,15.000000
587,12.000000
588,15.000000
589,10.000000
590,14.000000
591,6.000000
592,11.000000
593,8.000000
594,11.000000
595,7.000000
596,11.000000
597,8.000000
598,9.000000
599,6.000000
600,11.000000
601,5.000000
602,12.000000
603,10.000000
604,11.000000
605,11.000000
606,14.000000
607,11.000000
608,11.000000
609,10.000000
610,14.000000
611,9.000000
612,10.000000
613,11.000000
614,12.000000
615,11.000000
616,14.000000
617,12.000000
618,11.000000
619,12.000000
620,7.000000
621,14.000000
622,11.000000
623,9.000000
624,7.000000
625,12.000000
626,13.000000
627,12.000000
628,10.000000
629,12.000000
630,8.000000
631,9.000000
632,12.000000
633,7.000000
634,10.000000
635,8.000000
636,11.000000
637,5.000000
638,10.000000
639,7.000000
640,11.000000
641,13.000000
642,13.000000
643,16.000000
644,10.000000
645,10.000000
646,9.000000
647,10.000000
648,8.000000
649,14.000000
650,12.000000
651,10.000000
652,11.000000
653,11.000000
654,9.000000
655,12.000000
656,11.000000
657,10.000000
658,11.000000
659,11.000000
660,11.000000
661,13.000000
662,7.000000
663,10.000000
664,8.000160
665,14.000000
666,13.000000
667,8.000000
668,7.000000
669,9.000000
670,12.000000
671,9.000000
672,11.000000
673,9.000000
674,11.000000
675,14.000000
676,14.000000
677,11.000000
678,9.000000
679,9.000000
680,14.000000
681,6.000000
682,12.000000
683,12.000000
684,11.000000
685,7.000000
686,12.000000
687,9.000000
688,16.000000
689,7.000000
690,13.000000
691,9.000000
692,16.000000
693,14.000000
694,13.000000
695,5.000000
696,9.000000
697,14.000000
698,13.000000
699,10.000000
700,11.000000
701,6.000000
702,7.000000
703,15.000000
704,16.000000
705,14.000000
706,18.000000
707,12.000000
708,19.000000
709,16.000000
710,12.000000
711,12.000000
712,17.000000
713,14.000160
714,15.000000
715,7.000000
716,10.000000
717,20.000000
718,10.000000
719,11.000000
720,7.000000
721,6.000000
722,9.000000
723,16.000000
724,18.000000
725,20.000000
726,3.000000
727,13.000000
728,13.108510
729,12.000000
730,7.000000
731,9.000000
732,3.000000
733,12.000000
734,14.000000
735,11.000000
736,12.000000
737,9.000000
738,16.000000
739,15.000000
740,16.000000
741,11.000000
742,12.000000
743,11.000000
744,10.000000
745,6.000000
746,8.000000
747,13.000000
748,10.000000
749,4.000000
750,13.000000
751,5.000000
752,8.000000
753,14.108510
754,8.000000
755,17.000000
756,14.000000
757,9.000000
758,15.000000
759,18.000000
760,8.000000
761,6.000000
762,8.000000
763,11.000000
764,9.000000
765,4.000000
766,6.000000
767,13.000000
768,13.000000
769,12.000000
770,11.000000
771,11.000000
772,8.000000
773,13.000000
774,11.000000
775,10.000000
776,11.000000
777,12.000000
778,8.000000
779,11.000000
780,13.000000
781,7.000000
782,5.000000
783,13.000000
784,13.000000
785,6.000000
786,12.000000
787,10.000000
788,11.000000
789,9.000000
790,9.000000
791,9.000000
792,5.000000
793,6.000000
794,10.000000
795,10.000000
796,5.000000
797,4.000000
798,3.000000
799,1.000000
