Heap_Position,Original_Index,Inv_Perm
3364,1647,4396
3365,1648,4887
3366,1740,4389
3367,1682,4457
3368,1787,4966
3369,1709,4712
3370,1575,4456
3371,1689,4383
3372,1742,4292
3373,1766,4436
3374,1895,4380
3375,691,4633
3376,1724,4502
3377,1690,4723
3378,1610,4535
3379,1913,4727
3380,675,4376
3381,1872,4093
3382,885,4569
3383,1607,4756
3384,1779,4359
3385,888,4346
3386,1991,4360
3387,1741,4395
3388,740,4615
3389,1715,4340
3390,1825,4354
3391,1738,4473
3392,1613,4339
3393,4042,4711
3394,1824,4442
3395,1686,4420
3396,767,4860
3397,875,4403
3398,919,4684
3399,1812,4485
3400,1790,4598
3401,896,4531
3402,1749,4483
3403,1832,4549
3404,1712,4559
3405,1592,4501
3406,1576,4582
3407,1688,4705
3408,1700,4745
3409,1656,4309
3410,1673,4659
3411,1627,4370
3412,1805,4504
3413,1603,4415
3414,1870,4469
3415,1835,4475
3416,1733,4461
3417,878,4422
3418,920,4749
3419,1769,4197
3420,1664,4480
3421,1629,4600
3422,781,4444
3423,1789,4413
3424,1582,4691
3425,1859,4416
3426,770,4486
3427,1612,4680
3428,809,4671
3429,1706,4434
3430,1591,4419
3431,664,4334
3432,1816,4575
3433,707,4463
3434,2163,4833
3435,1842,4493
3436,1633,4714
3437,1651,4636
3438,1905,4609
3439,831,4556
3440,2161,4170
3441,1577,4655
3442,852,4879
3443,1830,4453
3444,1655,4366
3445,2087,4521
3446,1876,4895
3447,1897,4323
3448,702,4648
3449,798,4357
3450,1662,4414
3451,1756,4647
3452,867,4885
3453,1975,4529
3454,1752,4509
3455,1855,4964
3456,1893,4839
3457,1634,4465
3458,1759,4333
3459,1625,4331
3460,1744,4446
3461,712,4564
3462,1873,4824
3463,2228,4829
3464,1691,4345
3465,1875,4478
3466,1713,4460
3467,1828,4266
3468,714,4429
3469,1775,4455
3470,1826,4437
3471,1776,4381
3472,1639,4662
3473,1659,4500
3474,1589,4862
3475,2048,4593
3476,1611,4550
3477,1883,4673
3478,1597,4341
3479,1814,4507
3480,671,4474
3481,1616,4401
3482,677,4589
3483,1836,4361
3484,805,4316
3485,637,4945
3486,893,4409
3487,1803,4319
3488,1732,4584
3489,1834,4425
3490,1939,4543
3491,758,4505
3492,632,4690
3493,1696,4355
3494,1644,4352
3495,643,4527
3496,665,4373
3497,1714,4458
3498,1602,4482
3499,1663,4459
3500,1637,4348
3501,821,4806
3502,1737,4337
3503,1725,4577
3504,1796,4371
3505,1604,4308
3506,1841,4654
3507,1821,4398
3508,914,4554
3509,1793,4488
3510,894,4703
3511,1670,4658
3512,1811,4904
3513,785,4867
3514,1750,4881
3515,1699,4721
3516,1782,4318
3517,1681,4499
3518,1856,4336
3519,1748,4496
3520,912,4322
3521,1583,4417
3522,1624,4451
3523,1809,4619
3524,1717,4335
3525,1822,4990
3526,928,4548
3527,1818,4547
3528,1678,4899
3529,1865,4342
3530,1755,4918
3531,1757,4495
3532,1888,4725
3533,1680,4604
3534,1705,4852
3535,1903,4518
3536,1692,4489
3537,1685,4513
3538,1593,4566
3539,1794,4476
3540,868,4356
3541,1884,4443
3542,659,4618
3543,1819,4387
3544,1587,4379
3545,1600,4568
3546,1838,4889
3547,1857,4614
3548,1848,4837
3549,1768,4235
3550,1595,4601
3551,1801,4515
3552,762,4646
3553,1751,4688
3554,725,4466
3555,1770,4667
3556,1767,4971
3557,1898,4939
3558,1795,4700
3559,1626,4610
3560,1891,4375
3561,1718,4198
3562,1889,4418
3563,1777,4307
3564,1573,4537
3565,1675,4522
3566,1608,4694
3567,1730,4788
3568,1823,4642
3569,1684,4616
3570,706,4349
3571,1707,4834
3572,738,4608
3573,1864,4408
3574,1661,4830
3575,1807,4542
3576,2231,4427
3577,1687,4511
3578,1771,4851
3579,1641,4438
3580,1594,4447
3581,1849,4183
3582,720,4866
3583,1650,4524
3584,1868,4343
3585,1778,4282
3586,1784,4402
3587,1854,4772
3588,1642,4411
3589,1802,4570
3590,832,4657
3591,1844,4635
3592,1711,4631
3593,879,4560
3594,1621,4660
3595,1783,4314
3596,681,4525
3597,1653,4494
3598,1720,4996
3599,1601,4464
3600,1853,4624
3601,1739,1632
3602,1785,1710
3603,856,1942
3604,924,1756
3605,1657,1117
3606,1747,1668
3607,766,1399
3608,1831,1640
3609,1677,1990
3610,895,1591
3611,1881,1847
3612,1586,1702
3613,1772,1911
3614,1722,1514
3615,1638,1727
3616,647,1962
3617,842,1146
3618,729,1103
3619,755,1574
3620,1799,1160
3621,1798,1923
3622,883,1650
3623,1623,1409
3624,1758,1149
3625,650,1979
3626,853,1330
3627,1879,1151
3628,693,1605
3629,1667,1917
3630,1846,1786
3631,1636,1659
3632,2036,1745
3633,2090,1085
3634,904,1658
3635,1618,1614
3636,1808,1740
3637,669,1757
3638,1762,1110
3639,1892,1826
3640,1716,1362
3641,1839,1686
3642,2205,1536
3643,715,1347
3644,1645,1315
3645,1630,1517
3646,1871,1998
3647,870,1331
3648,1781,1791
3649,1694,1660
3650,1792,1922
3651,1590,1379
3652,779,1841
3653,1890,1324
3654,1598,1586
3655,1791,1372
3656,1654,1383
3657,791,1627
3658,658,1663
3659,1619,1825
3660,792,1792
3661,1719,2007
3662,2041,1394
3663,1878,1609
3664,861,1430
3665,754,1836
3666,1658,1926
3667,744,1442
3668,806,1573
3669,2101,1551
3670,652,1921
3671,882,1720
3672,921,1475
3673,1780,1958
3674,687,1572
3675,667,1420
3676,1847,1488
3677,1998,1802
3678,1882,1355
3679,1745,1793
3680,865,1465
3681,1617,1840
3682,1858,1908
3683,776,1873
3684,1920,1623
3685,1606,1061
3686,1631,1367
3687,642,1955
3688,1867,1555
3689,887,1678
3690,780,1766
3691,633,1161
3692,1672,1537
3693,1810,1489
3694,1698,1797
3695,628,1423
3696,1788,1336
3697,773,1441
3698,656,1850
3699,1588,1417
3700,1731,1429
3701,838,1772
3702,2142,1613
3703,2086,1705
3704,864,1106
3705,2225,1677
3706,1697,1830
3707,1746,1500
3708,631,1070
3709,2190,1463
3710,726,1868
3711,1727,1422
3712,1928,1741
3713,1937,1438
3714,2104,1765
3715,2229,1869
3716,1735,1620
3717,1851,1767
3718,1843,1259
3719,2119,1580
3720,1703,1528
3721,1797,1875
3722,1710,1672
3723,1820,1364
3724,1763,1657
3725,1640,1471
3726,786,1552
3727,778,1872
3728,1804,1577
3729,1605,1843
3730,1609,1276
3731,2011,1782
3732,1580,1414
3733,1708,1182
3734,793,1818
3735,881,1730
3736,625,1809
3737,803,1122
3738,802,1385
3739,679,1509
3740,1676,1295
3741,1861,1554
3742,1886,1714
3743,1902,1284
3744,1615,1127
3745,697,1939
3746,775,1985
3747,709,1810
3748,2184,1924
3749,1930,1859
3750,1863,1599
3751,2118,1890
3752,666,1815
3753,901,1596
3754,1840,1706
3755,728,1625
3756,877,1428
3757,844,1679
3758,897,1474
3759,753,1382
3760,1813,1963
3761,1850,1550
3762,733,1699
3763,824,1453
3764,903,1794
3765,2221,1274
3766,648,1566
3767,818,1587
3768,1786,1571
3769,718,1497
3770,1833,1448
3771,732,1844
3772,684,1210
3773,694,1904
3774,1679,1855
3775,2016,1831
3776,866,1313
3777,630,1739
3778,653,1485
3779,751,1180
3780,654,1538
3781,1628,1431
3782,807,1785
3783,840,1664
3784,848,1776
3785,1923,1535
3786,626,1684
3787,845,1472
3788,622,1864
3789,2007,1523
3790,834,1957
3791,2068,1882
3792,859,1052
3793,2202,1079
3794,889,1505
3795,2046,1795
3796,808,1381
3797,833,1761
3798,1852,1533
3799,826,1289
3800,721,1267
3801,713,1212
3802,742,1353
3803,2155,1755
3804,771,1352
3805,769,1581
3806,899,1339
3807,735,1845
3808,854,1174
3809,1874,1821
3810,673,1327
3811,678,1732
3812,772,1729
3813,929,1413
3814,2143,1774
3815,749,1644
3816,2207,1888
3817,619,1569
3818,2089,1526
3819,719,1691
3820,890,1812
3821,847,1816
3822,649,1440
3823,843,1889
3824,1765,1520
3825,730,1532
3826,782,1681
3827,724,1604
3828,1958,1728
3829,817,1737
3830,638,1377
3831,1901,1754
3832,801,1434
3833,2172,1796
3834,2018,1854
3835,1726,1476
3836,915,1356
3837,1574,1389
3838,747,1494
3839,657,1292
3840,661,1666
3841,639,1832
3842,2053,1498
3843,620,1410
3844,746,1811
3845,644,2000
3846,2153,1851
3847,1845,1940
3848,646,1833
3849,723,1651
3850,2116,1252
3851,1652,1427
3852,910,1799
3853,722,1426
3854,627,1502
3855,2008,1105
3856,812,1601
3857,1979,1222
3858,1743,1293
3859,2094,1575
3860,701,1733
3861,698,1784
3862,670,1600
3863,909,1748
3864,863,1820
3865,2215,1329
3866,717,1597
3867,696,1857
3868,752,1877
3869,815,1603
3870,1693,1343
3871,2165,1241
3872,2108,1708
3873,795,1084
3874,1620,1187
3875,926,1647
3876,1817,1707
3877,2085,1549
3878,1917,1977
3879,1643,1804
3880,1973,1731
3881,672,1880
3882,787,1511
3883,1916,1742
3884,857,1866
3885,2144,1459
3886,907,1269
3887,682,1562
3888,2019,1461
3889,695,1200
3890,1869,1309
3891,1754,1607
3892,873,1064
3893,1815,1522
3894,756,1931
3895,2113,1762
3896,900,1938
3897,916,1915
3898,1774,1557
3899,814,1069
3900,1964,1697
3901,2122,1492
3902,884,1618
3903,660,1936
3904,1954,1443
3905,1924,1321
3906,2010,1508
3907,820,1579
3908,1827,1771
3909,2183,1232
3910,703,1109
3911,1683,1592
3912,1635,1713
3913,2201,1457
3914,777,1898
3915,2216,1947
3916,1877,1473
3917,2188,1221
3918,760,1633
3919,1957,1753
3920,1632,1436
3921,645,1948
3922,680,1746
3923,1971,1829
3924,1927,1941
3925,1581,1822
3926,2030,1789
3927,1646,1960
3928,748,1935
3929,688,1907
3930,1944,1693
3931,839,1559
3932,869,1100
3933,850,1261
3934,2106,1231
3935,765,1943
3936,2040,1458
3937,804,1519
3938,655,1279
3939,2066,1867
3940,640,1469
3941,743,1104
3942,1599,1534
3943,892,1610
3944,2050,1787
3945,635,1251
3946,1899,1454
3947,761,1886
3948,1704,1308
3949,811,1134
3950,1578,2950
3951,2212,2916
3952,2026,3001
3953,2171,2748
3954,1984,3174
3955,2136,2952
3956,797,3286
3957,1942,3044
3958,2051,3112
3959,1666,2370
3960,2138,3045
3961,2182,2588
3962,2218,3065
3963,686,2926
3964,716,2273
3965,618,3018
3966,2147,3198
3967,927,3072
3968,783,2489
3969,1669,3248
3970,789,2453
3971,662,3023
3972,1969,3136
3973,2082,3188
3974,1965,3163
3975,759,3259
3976,813,3002
3977,1914,2955
3978,1721,3312
3979,794,3284
3980,708,2917
3981,1912,3084
3982,2189,2921
3983,788,3200
3984,2071,2842
3985,699,2792
3986,810,2902
3987,1970,2985
3988,835,3224
3989,1935,3142
3990,2180,3132
3991,2117,3179
3992,2168,3033
3993,2078,3133
3994,2054,3197
3995,736,2755
3996,872,2860
3997,692,2999
3998,1972,3330
3999,2061,3245
4000,641,2948
4001,1987,3329
4002,768,2892
4003,902,3066
4004,1764,2957
4005,2150,3223
4006,2156,2738
4007,690,3060
4008,1862,3139
4009,1951,3293
4010,1980,3156
4011,2063,2927
4012,2195,2772
4013,796,3027
4014,2031,3052
4015,874,3314
4016,822,3237
4017,1880,3311
4018,2005,2992
4019,784,3008
4020,623,3035
4021,2192,2782
4022,2098,3254
4023,1761,3127
4024,1585,2823
4025,2169,3152
4026,2009,3053
4027,1962,3104
4028,2133,3323
4029,2017,3241
4030,2203,2475
4031,2075,3266
4032,621,2937
4033,685,3125
4034,827,3180
4035,745,3212
4036,1671,2391
4037,734,3229
4038,2149,3071
4039,2114,2660
4040,906,3273
4041,2224,3348
4042,2219,3393
4043,2001,3211
4044,2077,3217
4045,2232,2797
4046,2223,2808
4047,1963,3281
4048,1906,2800
4049,2209,3182
4050,2059,3283
4051,1978,2756
4052,2064,3162
4053,2074,3332
4054,1994,2858
4055,750,3014
4056,2135,2996
4057,1701,3015
4058,617,3042
4059,1968,2993
4060,1900,3041
4061,2045,3335
4062,2000,3089
4063,676,3079
4064,2198,3004
4065,739,3057
4066,1996,3154
4067,1977,2954
4068,763,3176
4069,2039,3262
4070,2115,2881
4071,2181,3260
4072,1953,2907
4073,2227,3251
4074,2038,3049
4075,1760,3155
4076,2015,3222
4077,886,3265
4078,2127,3093
4079,2109,2895
4080,2158,3126
4081,710,3082
4082,2177,3316
4083,1960,3025
4084,1981,2903
4085,1837,3021
4086,1773,2681
4087,2200,3230
4088,1904,3048
4089,2139,2981
4090,683,2609
4091,2079,3078
4092,898,3145
4093,3381,3054
4094,2146,2401
4095,711,3290
4096,1999,2649
4097,823,3087
4098,1946,3213
4099,2057,2951
4100,799,3275
4101,1915,3185
4102,2176,2947
4103,1910,3218
4104,1938,3055
4105,2044,2922
4106,2220,3279
4107,2028,2934
4108,2037,3024
4109,836,3120
4110,1967,3173
4111,741,2944
4112,1941,3164
4113,1986,3228
4114,2095,3108
4115,2159,3328
4116,2049,3007
4117,2033,3196
4118,2025,2816
4119,2088,3080
4120,1989,2830
4121,2226,2372
4122,2204,3031
4123,829,3199
4124,841,2943
4125,1948,2930
4126,727,2419
4127,2022,3270
4128,2125,3243
4129,2110,3261
4130,871,3103
4131,674,2831
4132,2175,3062
4133,905,2580
4134,1952,3098
4135,2157,2997
4136,704,3227
4137,705,3074
4138,2023,3292
4139,2121,3233
4140,2173,3320
4141,825,3268
4142,2222,3272
4143,1966,3058
4144,828,3091
4145,2230,2998
4146,2052,2956
4147,1997,3186
4148,629,3300
4149,816,3030
4150,1908,3171
4151,2185,3172
4152,2003,3231
4153,1956,2905
4154,2141,3020
4155,668,3026
4156,880,2945
4157,1929,2764
4158,1949,3317
4159,757,3130
4160,2060,2442
4161,837,3123
4162,2131,3221
4163,1947,3129
4164,1933,3289
4165,923,3036
4166,2132,3141
4167,1909,3302
4168,2012,3088
4169,2112,2970
4170,3440,3276
4171,2187,2458
4172,1932,3242
4173,2107,3063
4174,774,2966
4175,2164,3220
4176,1990,3214
4177,2021,2734
4178,1911,3075
4179,846,2969
4180,2194,3111
4181,1934,3159
4182,1919,3206
4183,3581,2789
4184,922,3096
4185,2129,3304
4186,624,3138
4187,2062,2566
4188,2027,2979
4189,2024,3046
4190,800,2899
4191,2092,3151
4192,2035,3061
4193,731,2465
4194,2058,2696
4195,1995,2932
4196,851,3077
4197,3419,3085
4198,3561,2976
4199,1918,2726
4200,2206,2989
4201,2120,3250
4202,2210,3193
4203,2055,3215
4204,2096,2592
4205,819,2984
4206,2099,3109
4207,1955,2911
4208,2111,3277
4209,2084,3095
4210,2186,3271
4211,2105,3038
4212,2166,3050
4213,2067,3177
4214,2100,3234
4215,2140,3101
4216,917,3168
4217,1931,2939
4218,2042,3135
4219,1961,3178
4220,2154,3122
4221,2151,3294
4222,1992,3150
4223,913,2991
4224,2047,3148
4225,2145,3016
4226,2174,3203
4227,1907,3296
4228,2073,3034
4229,2213,2938
4230,858,2705
4231,2093,3153
4232,2070,3267
4233,700,2604
4234,862,3040
4235,3549,3319
4236,1945,3100
4237,2126,3321
4238,2013,3144
4239,663,2870
4240,2217,2427
4241,860,3032
4242,2152,2551
4243,2102,2877
4244,830,2988
4245,1943,3105
4246,2072,2364
4247,1922,2484
4248,616,3043
4249,737,3068
4250,2004,3305
4251,689,2363
4252,2034,2309
4253,2160,3246
4254,2134,2942
4255,1976,3287
4256,1988,3039
4257,2208,2982
4258,1926,2912
4259,2128,3253
4260,1950,2964
4261,2081,3140
4262,855,2483
4263,764,3012
4264,1982,2886
4265,2193,3114
4266,3467,3059
4267,849,3115
4268,1660,2994
4269,2214,2795
4270,1959,3110
4271,1723,2972
4272,1921,3106
4273,2029,3017
4274,2014,3067
4275,2148,3005
4276,2162,2925
4277,891,3357
4278,908,3090
4279,2103,3022
4280,2178,3308
4281,2196,2973
4282,3585,3307
4283,2137,2532
4284,2097,3337
4285,2043,2861
4286,2002,3226
4287,2211,2960
4288,1887,3207
4289,1974,3094
4290,876,3258
4291,2179,3194
4292,3372,2611
4293,2006,2904
4294,1936,3121
4295,1983,3288
4296,911,3263
4297,636,3326
4298,3278,3309
4299,2065,3175
4300,2197,864
4301,918,690
4302,2091,714
4303,2056,846
4304,2123,920
4305,2191,933
4306,634,703
4307,3563,615
4308,3505,715
4309,3409,939
4310,1925,894
4311,3301,902
4312,3358,752
4313,2032,898
4314,3595,758
4315,2076,773
4316,3484,1032
4317,2130,848
4318,3516,968
4319,3487,749
4320,2083,876
4321,3324,990
4322,3520,830
4323,3447,684
4324,2167,852
4325,1993,984
4326,1985,1015
4327,3337,629
4328,2170,725
4329,3267,883
4330,3349,735
4331,3459,694
4332,3302,340
4333,3458,374
4334,3431,794
4335,3524,834
4336,3518,672
4337,3502,661
4338,2020,873
4339,3392,709
4340,3389,328
4341,3478,665
4342,3529,744
4343,3584,747
4344,3318,750
4345,3464,865
4346,3385,785
4347,2069,711
4348,3500,803
4349,3570,450
4350,2572,961
4351,3268,770
4352,3494,928
4353,2676,816
4354,3390,802
4355,3493,897
4356,3540,779
4357,3449,777
4358,3259,781
4359,3384,923
4360,3386,776
4361,3483,686
4362,1940,858
4363,3277,780
4364,2784,913
4365,3340,903
4366,3444,951
4367,2080,859
4368,2811,895
4369,3315,899
4370,3411,870
4371,3504,746
4372,2881,958
4373,3496,793
4374,2124,1004
4375,3560,809
4376,3380,941
4377,2199,700
4378,3254,938
4379,3544,754
4380,3374,820
4381,3471,707
4382,3321,696
4383,3371,900
4384,2640,581
4385,3303,997
4386,3304,728
4387,3543,736
4388,2690,885
4389,3366,947
4390,3286,751
4391,2675,713
4392,2730,889
4393,2756,769
4394,2895,600
4395,3387,957
4396,3364,789
4397,3345,839
4398,3507,784
4399,2583,772
4400,2596,759
4401,3481,905
4402,3586,892
4403,3397,806
4404,2888,327
4405,2851,644
4406,2798,643
4407,3294,674
4408,3573,857
4409,3486,823
4410,3335,956
4411,3588,1011
4412,2721,907
4413,3423,854
4414,3450,798
4415,3413,753
4416,3425,740
4417,3521,737
4418,3562,761
4419,3430,878
4420,3395,791
4421,2720,904
4422,3417,950
4423,2666,919
4424,3297,925
4425,3489,455
4426,2581,982
4427,3576,929
4428,2647,716
4429,3468,918
4430,2829,808
4431,2688,704
4432,3353,970
4433,3346,879
4434,3429,689
4435,2696,671
4436,3373,804
4437,3470,872
4438,3579,705
4439,2809,946
4440,2794,734
4441,3274,733
4442,3394,699
4443,3541,745
4444,3422,862
4445,3339,682
4446,3460,326
4447,3580,697
4448,3336,748
4449,2841,874
4450,2599,344
4451,3522,1250
4452,2859,719
4453,3443,717
4454,3288,698
4455,3469,942
4456,3370,787
4457,3367,836
4458,3497,702
4459,3499,962
4460,3466,935
4461,3416,768
4462,3298,742
4463,3433,701
4464,3599,949
4465,3457,669
4466,3554,722
4467,3300,788
4468,3308,727
4469,3414,801
4470,3299,731
4471,2651,1008
4472,2602,844
4473,3391,361
4474,3480,325
4475,3415,810
4476,3539,688
4477,2605,795
4478,3465,916
4479,3323,934
4480,3420,837
4481,3342,774
4482,3498,887
4483,3402,827
4484,2879,924
4485,3399,989
4486,3426,762
4487,3328,673
4488,3509,963
4489,3536,906
4490,3360,831
4491,2703,964
4492,3305,998
4493,3435,926
4494,3597,796
4495,3531,710
4496,3519,891
4497,3331,706
4498,3296,867
4499,3517,822
4500,3473,812
4501,3405,869
4502,3376,973
4503,2795,851
4504,3412,775
4505,3491,917
4506,2612,824
4507,3479,886
4508,3362,875
4509,3454,983
4510,2672,1007
4511,3577,670
4512,3354,976
4513,3537,940
4514,2614,739
4515,3551,985
4516,2765,835
4517,3338,457
4518,3535,944
4519,3269,843
4520,2852,693
4521,3445,855
4522,3565,721
4523,2731,936
4524,3583,782
4525,3596,910
4526,2708,877
4527,3495,778
4528,3292,921
4529,3453,901
4530,3306,845
4531,3401,850
4532,3289,783
4533,3284,826
4534,3314,797
4535,3378,764
4536,3333,908
4537,3564,811
4538,3275,842
4539,2617,868
4540,3356,677
4541,3326,945
4542,3575,980
4543,3490,829
4544,2609,692
4545,3357,760
4546,3280,832
4547,3527,909
4548,3526,881
4549,3403,818
4550,3476,932
4551,3344,1043
4552,2776,927
4553,2747,828
4554,3508,952
4555,2704,853
4556,3439,861
4557,3266,655
4558,3265,856
4559,3404,1000
4560,3593,813
4561,3273,888
4562,2785,790
4563,2750,833
4564,3461,914
4565,2683,651
4566,3538,676
4567,3279,695
4568,3545,866
4569,3382,765
4570,3589,678
4571,3281,1173
4572,2792,766
4573,2813,343
4574,2728,911
4575,3432,912
4576,3332,969
4577,3503,863
4578,3334,937
4579,3325,965
4580,2590,838
4581,3311,743
4582,3406,1039
4583,3330,720
4584,3488,847
4585,3256,825
4586,2664,880
4587,2687,730
4588,2685,954
4589,3482,329
4590,3352,767
4591,2573,890
4592,2845,819
4593,3475,882
4594,3282,814
4595,2853,799
4596,2740,679
4597,2701,687
4598,3400,1030
4599,2903,726
4600,3421,466
4601,3550,931
4602,3293,763
4603,2854,708
4604,3533,683
4605,3270,738
4606,2682,680
4607,3350,975
4608,3572,439
4609,3438,755
4610,3559,691
4611,3329,871
4612,2693,330
4613,2587,485
4614,3547,786
4615,3388,953
4616,3569,723
4617,3355,817
4618,3542,792
4619,3523,331
4620,2673,718
4621,3264,685
4622,2849,757
4623,2638,960
4624,3600,896
4625,2665,849
4626,2700,771
4627,2695,681
4628,2632,741
4629,2909,800
4630,2833,815
4631,3592,724
4632,2623,756
4633,3375,807
4634,3255,915
4635,3591,930
4636,3437,1044
4637,2621,840
4638,3263,841
4639,2661,712
4640,3363,729
4641,2781,732
4642,3568,893
4643,2894,860
4644,3287,922
4645,2904,959
4646,3552,805
4647,3451,675
4648,3448,821
4649,3290,884
4650,3262,2173
4651,2868,3204
4652,2882,2767
4653,3343,3324
4654,3506,2331
4655,3441,2888
4656,2586,2605
4657,3590,2835
4658,3511,2876
4659,3410,3076
4660,3594,2322
4661,2745,3295
4662,3472,2647
4663,2655,2540
4664,2866,3210
4665,2668,2352
4666,2773,2607
4667,3555,2846
4668,2818,2949
4669,3309,3011
4670,2902,2610
4671,3428,2833
4672,2778,2390
4673,3477,2840
4674,2877,2924
4675,2597,3170
4676,2715,2469
4677,2880,3187
4678,2735,2857
4679,2759,2415
4680,3427,2810
4681,2593,2447
4682,2594,2852
4683,2603,2340
4684,3398,2801
4685,3258,2987
4686,3312,2314
4687,3351,2547
4688,3553,2558
4689,2628,2844
4690,3492,2464
4691,3424,2395
4692,3361,2467
4693,2838,3064
4694,3566,2615
4695,2757,3131
4696,2737,2305
4697,2870,2872
4698,3320,2758
4699,2691,2557
4700,3558,2319
4701,2810,2336
4702,2910,2504
4703,3510,2595
4704,2742,2717
4705,3407,2694
4706,2764,2803
4707,2627,2636
4708,2600,2486
4709,2631,3019
4710,2641,3037
4711,3393,2561
4712,3369,2645
4713,2654,2643
4714,3436,2777
4715,2875,2683
4716,2762,2423
4717,3319,2773
4718,2754,2552
4719,2793,3344
4720,3317,2405
4721,3515,2203
4722,2694,3160
4723,3377,2685
4724,2671,3190
4725,3532,2812
4726,2643,2564
4727,3379,2501
4728,2892,2485
4729,2848,2706
4730,2826,2887
4731,2774,2862
4732,2680,2494
4733,3260,2379
4734,2734,3158
4735,2787,2307
4736,3310,2703
4737,2808,2689
4738,2843,2526
4739,2830,2618
4740,2834,2463
4741,2739,2075
4742,2884,2616
4743,2858,2962
4744,2674,2682
4745,3408,2746
4746,2863,2577
4747,2891,2853
4748,2827,2834
4749,3418,2654
4750,2645,2478
4751,2633,3009
4752,2697,2674
4753,2615,2769
4754,2741,2579
4755,2629,3318
4756,3383,2720
4757,2893,2487
4758,2862,2325
4759,2821,2652
4760,2624,2536
4761,2579,2474
4762,2772,2804
4763,3313,2635
4764,2667,2575
4765,2824,2446
4766,2850,2572
4767,2662,2291
4768,2656,2828
4769,2725,2646
4770,2670,2813
4771,2723,2653
4772,3587,2822
4773,2743,2702
4774,2901,2787
4775,2777,3202
4776,2889,2394
4777,2592,2534
4778,2855,2449
4779,2679,2500
4780,2791,2666
4781,2577,2387
4782,2831,2456
4783,2780,2576
4784,2724,2602
4785,2783,2431
4786,2733,2848
4787,2746,2847
4788,3567,3255
4789,2686,2398
4790,2771,2422
4791,2738,2884
4792,2786,2729
4793,2689,2679
4794,2805,2900
4795,2652,2608
4796,2611,2718
4797,2711,3244
4798,2799,3257
4799,2706,2091
4800,2660,2433
4801,2802,3167
4802,2840,2909
4803,2820,2968
4804,2698,2488
4805,2657,2672
4806,3501,2712
4807,2648,3117
4808,2842,2361
4809,2761,2570
4810,3261,2785
4811,2861,2614
4812,2905,2753
4813,2618,2275
4814,2584,2896
4815,2796,2622
4816,2819,2457
4817,2899,2414
4818,2649,2793
4819,3348,2359
4820,2814,2820
4821,3359,2437
4822,3257,2735
4823,2797,2627
4824,3462,2745
4825,2622,2885
4826,2625,2880
4827,2616,2784
4828,2816,2760
4829,3463,2898
4830,3574,3239
4831,2619,2762
4832,2869,3097
4833,3434,2983
4834,3571,3205
4835,2709,2933
4836,2707,2671
4837,3548,2889
4838,2878,2280
4839,3456,2824
4840,2634,2402
4841,2836,2630
4842,2585,2358
4843,2871,2510
4844,2722,2590
4845,2887,2326
4846,2732,2873
4847,2872,2593
4848,3283,2303
4849,2832,2766
4850,2822,2440
4851,3578,2612
4852,3534,2421
4853,2847,2893
4854,2598,2975
4855,2658,2869
4856,2626,2441
4857,2580,2774
4858,2669,2567
4859,3322,2723
4860,3396,2386
4861,2727,2490
4862,3474,2901
4863,2752,2673
4864,2575,2623
4865,2636,2657
4866,3582,2525
4867,3513,2562
4868,2705,2634
4869,2897,2493
4870,2684,2495
4871,2760,2829
4872,2753,2621
4873,2692,3086
4874,2699,2959
4875,2606,2312
4876,2716,2550
4877,2610,2371
4878,2801,2436
4879,3442,2499
4880,2763,2716
4881,3514,2790
4882,2865,2637
4883,2844,2466
4884,2767,2838
4885,3452,2809
4886,2817,2759
4887,3365,2978
4888,2608,2806
4889,3546,2879
4890,2800,2919
4891,2815,2914
4892,2613,3146
4893,2595,2697
4894,2823,2310
4895,3446,2794
4896,2908,2688
4897,2635,2783
4898,2574,3191
4899,3528,3249
4900,2874,2097
4901,2789,2913
4902,2729,2299
4903,2883,2865
4904,3512,3165
4905,2744,3081
4906,2896,2837
4907,2604,3181
4908,3341,2554
4909,2835,2477
4910,2806,2752
4911,2589,2659
4912,2803,2929
4913,2788,2297
4914,3291,2628
4915,2898,2231
4916,2867,3301
4917,2582,2691
4918,3530,2656
4919,2860,2503
4920,3307,2334
4921,2890,2967
4922,2588,2341
4923,2825,2468
4924,2768,2665
4925,2681,2498
4926,2828,2910
4927,2736,3143
4928,2591,2722
4929,2630,3225
4930,2702,2638
4931,2782,2555
4932,2650,2690
4933,2713,2541
4934,2804,2430
4935,2576,2560
4936,2718,3013
4937,2659,2965
4938,2653,2438
4939,3557,2411
4940,2755,2710
4941,3327,2875
4942,2837,2740
4943,2620,2404
4944,2601,2779
4945,3485,2958
4946,2886,2633
4947,2775,2255
4948,2864,2796
4949,3285,2866
4950,2812,2538
4951,3276,2587
4952,2839,3056
4953,2749,2908
4954,2748,2529
4955,2906,3028
4956,2900,2285
4957,2911,3313
4958,2758,2444
4959,2846,2676
4960,2907,2279
4961,2678,2629
4962,2578,2288
4963,2766,2338
4964,3455,2245
4965,2639,2863
4966,3368,2337
4967,2779,2776
4968,2873,2507
4969,2637,2725
4970,2876,2714
4971,3556,2651
4972,2710,2599
4973,2790,3291
4974,2726,2625
4975,2663,2378
4976,2807,3315
4977,2717,2281
4978,2714,2388
4979,2644,2928
4980,3295,2380
4981,3271,3322
4982,2646,2327
4983,2571,2333
4984,2642,3161
4985,3347,3336
4986,3272,2406
4987,2677,2715
4988,2885,2701
