Point_ID,Total_Neighbors
171,6.000000
172,6.000000
173,5.000000
174,4.000000
175,4.000000
176,11.000000
177,3.000000
178,5.000000
179,4.000000
180,7.000000
181,2.000000
182,7.000000
183,6.000000
184,12.000000
185,10.000000
186,6.000000
187,3.000000
188,5.000000
189,6.000000
190,8.000000
191,5.000000
192,9.000000
193,2.000000
194,8.000000
195,12.000000
196,4.000000
197,7.000000
198,7.000000
199,7.000000
200,7.000000
201,5.000000
202,7.000000
203,6.000000
204,7.000000
205,4.000000
206,1.000000
207,7.000000
208,4.000000
209,8.000000
210,5.000000
211,4.000000
212,12.000000
213,4.000000
214,3.000000
215,7.000000
216,5.000000
217,8.000000
218,11.000000
219,14.000000
220,8.000000
221,10.000000
222,3.000000
223,9.000000
224,6.000000
225,3.000000
226,10.000000
227,9.000000
228,8.000000
229,8.000000
230,11.000000
231,8.000000
232,8.000000
233,3.000000
234,4.000000
235,9.000000
236,5.000000
237,10.000000
238,10.000000
239,6.000000
240,9.000000
241,5.000000
242,4.000000
243,6.000000
244,8.000000
245,7.000000
246,4.000000
247,6.000000
248,10.000000
249,4.000000
250,6.000000
251,7.000000
252,9.000000
253,6.000000
254,7.000000
255,4.000000
256,5.000000
257,6.000000
258,4.000000
259,11.000000
260,7.000000
261,3.000000
262,11.000000
263,8.000000
264,4.000000
265,2.000000
266,7.000000
267,6.000000
268,9.000000
269,10.000000
270,10.000000
271,6.000000
272,8.000000
273,6.000000
274,12.000000
275,5.000000
276,4.000000
277,7.000000
278,13.000000
279,5.000000
280,6.000000
281,7.000000
282,6.000000
283,5.000000
284,6.000000
285,7.000000
286,4.000000
287,3.000000
288,7.000000
289,10.000000
290,1.000000
291,8.000000
292,6.000000
293,4.000000
294,1.000000
295,3.000000
296,5.000000
297,13.000000
298,6.000000
299,3.000000
300,9.000000
301,6.000000
302,3.000000
303,9.000000
304,4.000000
305,5.000000
306,7.000000
307,8.000000
308,3.000000
309,4.000000
310,12.000000
311,3.000000
312,5.000000
313,9.000000
314,2.000000
315,8.000000
316,12.000000
317,5.000000
318,6.000000
319,8.000000
320,7.000000
321,7.000000
322,6.000000
323,7.000000
324,9.000000
325,4.000000
326,6.000000
327,6.000000
328,5.000000
329,4.000000
330,12.000000
331,4.000000
332,7.000000
333,8.000000
334,11.000000
335,14.000000
336,8.000000
337,10.000000
338,10.000000
339,8.000000
340,8.000000
341,6.000000
342,11.000000
343,5.000000
344,8.000000
345,7.000000
346,9.000000
347,5.000000
348,10.000000
349,10.000000
350,5.000000
351,6.000000
352,9.000000
353,1.000000
354,4.000000
355,7.000000
356,4.000000
357,10.000000
358,4.000000
359,5.000000
360,11.000000
361,3.000000
362,4.000000
363,2.000000
364,7.000000
365,6.000000
366,10.000000
367,6.000000
368,8.000000
369,4.000000
370,7.000000
371,6.000000
372,7.000000
373,4.000000
374,7.000000
375,8.000000
376,4.000000
377,3.000000
378,5.000000
379,3.000000
380,9.000000
381,6.000000
382,3.000000
383,9.000000
384,8.000000
385,3.000000
386,4.000000
387,5.000000
388,6.000000
389,8.000000
390,6.000000
391,9.000000
392,6.000000
393,6.000000
394,4.000000
395,6.000000
396,5.000000
397,7.000000
398,5.000000
399,1.000000
