Point_ID,Total_Neighbors
314,23.000000
315,39.000000
316,18.000000
317,29.000000
318,44.000000
319,22.000000
320,24.000000
321,36.000000
322,40.000000
323,12.000000
324,35.000000
325,25.000000
326,25.000000
327,34.000000
328,15.000000
329,31.000000
330,32.000000
331,15.000000
332,36.000000
333,16.000000
334,13.000000
335,12.000000
336,28.000000
337,15.000000
338,26.000000
339,23.000000
340,26.000000
341,18.000000
342,25.000000
343,26.303496
344,24.000000
345,23.000000
346,24.000000
347,28.000000
348,18.000000
349,27.000000
350,31.000000
351,28.000000
352,28.000000
353,23.000000
354,27.000000
355,32.000000
356,21.000000
357,22.000000
358,13.000000
359,11.000000
360,22.000000
361,24.000000
362,31.000000
363,13.000000
364,23.000000
365,4.000000
366,28.000000
367,13.000000
368,31.000000
369,23.000000
370,21.000000
371,24.000000
372,20.000000
373,31.000000
374,21.000000
375,16.000000
376,13.000000
377,23.000000
378,9.000000
379,28.000000
380,3.000000
381,27.000000
382,14.000000
383,22.000000
384,15.000000
385,20.000000
386,28.000000
387,20.000000
388,19.000000
389,18.000000
390,11.000000
391,17.000000
392,29.000000
393,22.000000
394,9.000000
395,21.000000
396,27.000000
397,19.000000
398,18.000000
399,19.000000
400,23.000000
401,26.000000
402,22.000000
403,12.000000
404,25.000000
405,17.000000
406,11.000000
407,16.000000
408,15.000000
409,25.000000
410,14.000000
411,21.000000
412,14.000000
413,22.000000
414,12.000000
415,10.000000
416,15.000000
417,17.000000
418,20.000000
419,17.000000
420,15.000000
421,16.000000
422,11.000000
423,14.000000
424,18.000000
425,10.000000
426,21.000000
427,9.000000
428,18.000000
429,11.000000
430,3.000000
431,11.000000
432,19.000000
433,16.000000
434,7.000000
435,18.000000
436,15.000000
437,15.000000
438,7.000000
439,7.000000
440,7.000000
441,9.000000
442,7.000000
443,3.000000
444,14.000000
445,7.000000
446,6.000000
447,11.000000
448,13.000000
449,11.000000
450,13.000000
451,7.000000
452,1.000000
453,12.000000
454,11.000000
455,13.000000
456,12.000000
457,18.000000
458,8.000000
459,4.000000
460,12.000000
461,8.000000
462,9.000000
463,20.000000
464,16.000000
465,7.000000
466,16.000000
467,2.000000
468,16.000000
469,20.000000
470,20.000000
471,17.000000
472,22.000000
473,23.000000
474,23.000000
475,12.000000
476,17.000000
477,19.000000
478,3.000000
479,23.000000
480,30.000000
481,24.000000
482,28.000000
483,26.000000
484,28.000000
485,22.000000
486,13.000000
487,29.000000
488,30.000000
489,29.000000
490,32.000000
491,25.000000
492,35.000000
493,27.000000
494,25.000000
495,21.000000
496,12.000000
497,36.000000
498,37.000000
499,38.000000
500,33.000000
501,34.000000
502,28.000000
503,38.000000
504,26.000000
505,25.000000
506,25.000000
507,23.000000
508,40.000000
509,37.000000
510,40.000000
511,37.000000
512,33.000000
513,34.000000
514,39.000000
515,40.000000
516,33.000000
517,5.000000
518,35.000000
519,12.000000
520,14.000000
521,23.000000
522,34.000000
523,39.000000
524,34.000000
525,36.000000
526,18.000000
527,13.000000
528,6.000000
529,37.000000
530,21.000000
531,18.000000
532,35.000000
533,38.000000
534,24.000000
535,37.000000
536,11.000000
537,14.000000
538,38.000000
539,24.000000
540,37.000000
541,21.000000
542,18.000000
543,24.000000
544,27.000000
545,32.000000
546,35.000000
547,18.000000
548,29.000000
549,8.000000
550,11.000000
551,28.000000
552,24.000000
553,31.000000
554,17.000000
555,14.000000
556,18.000000
557,19.000000
558,8.000000
559,23.000000
560,25.000000
561,20.000000
562,28.000000
563,21.000000
564,20.000000
565,21.000000
566,21.000000
567,27.000000
568,10.000000
569,13.000000
570,14.000000
571,13.000000
572,4.000000
573,21.000000
574,9.000000
575,20.000000
576,19.000000
577,17.000000
578,8.000000
579,16.000000
580,17.000000
581,6.000000
582,14.000000
583,14.000000
584,3.000000
585,15.000000
586,11.000000
587,4.000000
588,7.000000
589,8.000000
590,3.000000
591,6.000000
592,7.000000
593,4.000000
594,4.000000
595,4.000000
596,6.000000
597,6.000000
598,5.000000
599,2.000000
600,2.000000
601,4.000000
602,4.000000
603,4.000000
604,4.000000
605,1.000000
606,4.000000
607,5.000000
608,5.000000
609,5.000000
610,8.000000
611,1.000000
612,5.000000
613,17.000000
614,13.000000
615,18.000000
616,16.000000
617,13.000000
618,18.000000
619,19.000000
620,22.000000
621,21.000000
622,21.000000
623,15.000000
624,21.000000
625,15.000000
626,22.000000
627,20.000000
628,21.000000
629,23.000000
630,25.000000
631,3.000000
632,4.000000
633,4.000000
634,22.000000
635,22.000000
636,4.000000
637,22.000000
638,22.000000
639,22.000000
640,2.000000
641,22.000000
642,19.000000
643,18.000000
644,20.000000
645,15.000000
646,12.000000
647,4.000000
648,16.000000
649,18.000000
650,16.000000
651,18.000000
652,14.000000
653,6.000000
654,5.000000
655,6.000000
656,15.000000
657,19.000000
658,20.000000
659,20.000000
660,18.734794
661,18.000000
662,24.000000
663,19.000000
664,5.000000
665,7.000000
666,23.000000
667,15.000000
668,27.000000
669,28.000000
670,3.000000
671,19.000000
672,28.000000
673,22.000000
674,14.000000
675,16.000000
676,15.000000
677,21.000000
678,16.000000
679,27.000000
680,14.000000
681,14.000000
682,27.000000
683,14.000000
684,11.000000
685,6.000000
686,11.000000
687,29.000000
688,30.000000
689,26.000000
690,29.000000
691,25.000000
692,25.000000
693,31.000000
694,24.000000
695,19.000000
696,31.000000
697,15.000000
698,30.734794
699,21.000000
700,14.000000
701,19.000000
702,30.000000
703,21.000000
704,18.000000
705,28.000000
706,20.000000
707,21.000000
708,22.000000
709,27.000000
710,11.000000
711,24.000000
712,15.000000
713,6.000000
714,25.000000
715,27.000000
716,26.000000
717,16.000000
718,26.000000
719,9.000000
720,19.000000
721,27.000000
722,19.000000
723,18.000000
724,24.000000
725,25.000000
726,20.000000
727,21.000000
728,20.000000
729,18.000000
730,19.000000
731,20.000000
732,26.000000
733,27.000000
734,21.000000
735,24.000000
736,16.000000
737,26.000000
738,19.000000
739,26.000000
740,21.000000
741,22.000000
742,17.000000
743,25.000000
744,24.000000
745,23.000000
746,23.000000
747,19.000000
748,23.000000
749,17.000000
750,25.000000
751,26.000000
752,24.000000
753,24.000000
754,26.000000
755,18.000000
756,23.000000
757,24.000000
758,15.000000
759,27.000000
760,12.000000
761,10.000000
762,26.000000
763,27.000000
764,21.000000
765,24.000000
766,23.000000
767,25.000000
768,27.000000
769,23.000000
770,27.000000
771,18.000000
772,25.000000
773,29.000000
774,28.000000
775,20.000000
776,21.000000
777,25.000000
778,23.000000
779,28.000000
780,26.000000
781,28.000000
782,24.000000
783,19.000000
784,21.000000
785,13.000000
786,27.000000
787,19.000000
788,24.000000
789,25.000000
790,23.000000
791,24.000000
792,21.000000
793,10.000000
794,23.000000
795,20.000000
796,24.000000
797,18.000000
798,24.000000
799,25.000000
800,16.000000
801,22.000000
802,25.000000
803,12.000000
804,23.000000
805,27.000000
806,27.000000
807,15.000000
808,10.000000
809,21.000000
810,17.000000
811,26.000000
812,24.000000
813,28.000000
814,10.000000
815,20.000000
816,26.000000
817,19.000000
818,27.000000
819,26.000000
820,21.000000
821,26.000000
822,28.000000
823,16.000000
824,13.000000
825,27.000000
826,26.000000
827,11.000000
828,12.000000
829,12.000000
830,14.000000
831,12.000000
832,28.000000
833,27.000000
834,30.000000
835,29.000000
836,22.000000
837,28.000000
838,28.000000
839,30.000000
840,17.000000
841,19.000000
842,30.000000
843,21.000000
844,26.000000
845,22.000000
846,31.000000
847,17.000000
848,24.000000
849,5.000000
850,27.000000
851,4.000000
852,23.000000
853,20.000000
854,20.000000
855,4.000000
856,4.000000
857,21.000000
858,20.000000
859,22.000000
860,17.000000
861,13.000000
862,16.000000
863,6.000000
864,16.000000
865,11.000000
866,13.000000
867,5.000000
868,15.000000
869,17.000000
870,17.000000
871,14.000000
872,3.000000
873,13.000000
874,14.000000
875,3.000000
876,15.000000
877,17.000000
878,15.000000
879,15.000000
880,16.000000
881,14.000000
882,13.000000
883,12.000000
884,13.000000
885,14.000000
886,14.000000
887,14.000000
888,14.000000
889,14.000000
890,12.000000
891,12.000000
892,1.000000
893,5.000000
894,8.000000
895,6.000000
896,4.000000
897,6.000000
898,3.000000
899,1.000000
