Point_ID,Total_Neighbors
0,1.000000
1,6.000000
2,4.000000
3,7.000000
4,6.000000
5,9.000000
6,8.000000
7,9.000000
8,6.000000
9,16.000000
10,15.000000
11,2.000000
12,10.000000
13,7.000000
14,17.000000
15,14.000000
16,14.000000
17,13.000000
18,14.000000
19,12.000000
20,8.000000
21,24.000000
22,19.000000
23,18.000000
24,27.000000
25,1.000000
26,20.000000
27,23.000000
28,24.000000
29,28.000000
30,26.000000
31,15.000000
32,27.000000
33,14.000000
34,23.000000
35,33.000000
36,31.000000
37,2.000000
38,21.000000
39,6.000000
40,30.000000
41,15.000000
42,34.000000
43,31.000000
44,31.000000
45,34.000000
46,34.000000
47,22.000000
48,32.000000
49,22.000000
50,30.000000
51,31.000000
52,28.000000
53,38.000000
54,22.000000
55,22.000000
56,22.000000
57,30.000000
58,33.000000
59,19.000000
60,20.000000
61,18.000000
62,30.000000
63,33.000000
64,39.000000
65,39.000000
66,31.000000
67,40.000000
68,17.000000
69,22.000000
70,14.000000
71,34.000000
72,27.000000
73,22.000000
74,22.000000
75,33.000000
76,28.000000
77,15.000000
78,3.000000
79,41.000000
80,1.000000
81,14.000000
82,35.000000
83,34.000000
84,26.000000
85,37.000000
86,36.000000
87,37.000000
88,33.000000
89,34.000000
90,26.000000
91,37.000000
92,33.000000
93,5.000000
94,30.000000
95,36.000000
96,18.000000
97,3.000000
98,5.000000
99,33.000000
100,32.000000
101,21.000000
102,28.000000
103,20.000000
104,10.000000
105,16.000000
106,28.000000
107,36.000000
108,31.000000
109,34.000000
110,18.000000
111,36.000000
112,28.000000
113,35.000000
114,25.000000
115,29.000000
116,26.000000
117,27.000000
118,31.000000
119,22.000000
120,20.000000
121,4.000000
122,1.000000
123,17.000000
124,17.000000
125,16.000000
126,26.000000
127,27.000000
128,24.000000
129,26.000000
130,28.000000
131,16.000000
132,2.000000
133,22.000000
134,22.000000
135,6.000000
136,21.000000
137,3.000000
138,20.000000
139,6.000000
140,6.000000
141,5.000000
142,5.000000
143,13.000000
144,9.000000
145,15.000000
146,7.000000
147,6.000000
148,5.000000
149,13.000000
150,10.000000
151,14.000000
152,8.000000
153,9.000000
154,4.000000
155,5.000000
156,13.000000
157,13.000000
158,13.000000
159,3.000000
160,5.000000
161,7.000000
162,5.000000
163,12.000000
164,12.000000
165,10.000000
166,11.000000
167,7.000000
168,14.000000
169,11.000000
170,14.000000
171,7.000000
172,20.000000
173,9.000000
174,19.000000
175,5.000000
176,20.000000
177,13.000000
178,6.000000
179,4.000000
180,15.000000
181,12.000000
182,21.000000
183,12.000000
184,4.000000
185,13.000000
186,17.000000
187,16.000000
188,2.000000
189,27.000000
190,15.000000
191,13.000000
192,18.000000
193,11.000000
194,22.000000
195,25.000000
196,13.000000
197,6.000000
198,4.000000
199,19.000000
200,22.000000
201,10.000000
202,9.000000
203,8.000000
204,12.000000
205,29.000000
206,8.000000
207,23.000000
208,27.000000
209,22.000000
210,8.000000
211,23.000000
212,15.000000
213,6.000000
214,28.000000
215,6.000000
216,27.000000
217,26.000000
218,13.000000
219,13.000000
220,21.000000
221,26.000000
222,24.000000
223,25.000000
224,16.000000
225,21.000000
226,24.000000
227,14.000000
228,11.000000
229,28.000000
230,22.000000
231,19.000000
232,17.000000
233,32.000000
234,29.000000
235,15.000000
236,11.000000
237,32.000000
238,6.000000
239,31.000000
240,10.000000
241,15.000000
242,28.000000
243,30.000000
244,29.000000
245,27.000000
246,31.000000
247,9.000000
248,31.000000
249,22.000000
250,34.000000
251,21.000000
252,30.000000
253,31.000000
254,16.000000
255,7.000000
256,27.000000
257,24.000000
258,30.000000
259,33.000000
260,35.000000
261,18.000000
262,31.000000
263,27.303496
264,33.000000
265,20.000000
266,4.000000
267,24.000000
268,18.000000
269,20.000000
270,27.000000
271,28.000000
272,2.000000
273,11.000000
274,31.000000
275,33.000000
276,20.000000
277,2.000000
278,9.000000
279,11.000000
280,12.000000
281,21.000000
282,20.000000
283,25.000000
284,16.000000
285,12.000000
286,28.000000
287,26.000000
288,24.000000
289,24.000000
290,27.000000
291,14.000000
292,28.000000
293,19.000000
294,24.000000
295,29.000000
296,36.000000
297,27.000000
298,24.000000
299,4.000000
300,30.000000
301,19.000000
302,29.000000
303,39.000000
304,19.000000
305,13.000000
306,33.000000
307,26.000000
308,36.000000
309,17.000000
310,23.000000
311,20.000000
312,2.000000
313,23.000000
